nAcid,VR2_A,AATS4dv,AATS4d,AATS5d,AATS4s,AATS5s,AATS4v,AATS2p,AATS3p,AATS4p,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,ATSC1dv,ATSC7dv,ATSC1d,ATSC4d,ATSC5d,ATSC6d,ATSC1s,ATSC3s,ATSC4s,ATSC5v,ATSC8v,ATSC2p,ATSC5p,ATSC5i,AATSC2c,AATSC4c,AATSC5c,AATSC3dv,AATSC4dv,AATSC2d,AATSC1s,AATSC2s,AATSC0v,AATSC3p,AATSC5p,MATS1c,MATS4c,MATS5c,MATS1dv,MATS3dv,MATS4dv,MATS5dv,MATS2d,MATS3s,MATS4v,GATS2c,GATS5c,GATS1dv,GATS2dv,GATS5dv,GATS1d,GATS4d,GATS5d,GATS1s,GATS3s,GATS1i,GATS5i,BCUTc-1h,BCUTs-1l,PNSA2,FPSA3,WNSA3,RNCG,RPCG,RNCS,RPCS,C3SP2,C1SP3,C3SP3,C4SP3,Xch-6d,Xch-7d,Xch-6dv,Xch-7dv,Xc-5dv,AXp-0dv,NsssCH,NaasC,NssssC,SsssCH,SdssC,SaasC,SssssC,AETA_alpha,ETA_shape_y,AETA_beta_ns_d,AETA_eta,ETA_dAlpha_A,ETA_epsilon_5,ETA_dEpsilon_D,ETA_dBeta,nHBDon,MIC0,Lipinski,GhoseFilter,Mor03m,Mor04m,Mor05m,Mor06m,Mor08m,Mor10m,Mor13m,Mor15m,Mor17m,Mor18m,Mor20m,Mor21m,Mor23m,Mor24m,Mor29m,Mor08v,Mor13p,Mor16p,Mor20p,PEOE_VSA4,PEOE_VSA5,PEOE_VSA7,SMR_VSA4,SlogP_VSA4,SlogP_VSA8,EState_VSA3,EState_VSA4,EState_VSA8,EState_VSA9,VSA_EState4,VSA_EState5,VSA_EState9,AMID_O,PBF,nFRing,n10FRing,nG12FRing,nFaRing,nFARing,nG12FARing,RotRatio,GGI4,GGI5,JGI2,JGI3,JGI5,JGI6,JGI7,JGI8,JGI9,JGI10,mZagreb2
0,1.797343098,0.066666667,1.4,1,1.666666667,1.333333333,113.0145362,0.891959931,0.773997501,1.046852981,149.3929176,167.3913925,174.8415161,159.8460294,174.3192839,8.16,0,0.56,-0.6,0.72,0.36,-0.851111111,-3.106666667,-0.283333333,-32.46987161,0,-0.918747703,-0.28803955,-1.760383858,-0.001798062,0.000781323,0.000602047,-0.86,-0.253333333,-0.032,-0.060793651,-0.022222222,44.34383928,0.058519104,-0.016002197,-0.211427781,0.069024914,0.053187034,0.240188383,-0.354395604,-0.104395604,0.153846154,-0.2,-0.288366337,-0.430170818,1.716577778,0.087967089,0.769230769,1.707692308,0.064102564,1.25,1.166666667,0,1.150990099,1.689356436,2.04802765,0.794225838,0.24763125,1.468078323,-21.44244353,0.03007564,-1.587751301,0.821287157,0.121164668,15.31231803,144.680061,0,4,0,0,0,0,0,0,0,0.764492371,0,0,0,0,0,0,0,0.466666667,0,0,0.64084748,0,0.853333333,0,-2.5,0,10.66782776,1,0,-0.225586641,-0.659813354,-0.370352911,0.071702772,-0.265495973,0.241972845,-0.1865772,0.271450126,-0.120063919,-0.052297429,0.203216156,-0.148218431,0.068056027,-0.018728007,-0.045015602,0.16708213,0.081778073,-0.106038636,0.263431021,0,0,13.8474744,0,0,0,0,13.21376393,0,4.736862954,0,0,0,0.370710678,0.472670377,0,0,0,0,0,0,0.5,0,0,0.074074074,0.0625,0,0,0,0,0,0,1.5
0,2.104809997,0.166666667,1.5,1.285714286,1.708333333,1.476190476,101.5225703,0.96731253,0.809899551,0.902088825,148.5023705,164.8060326,171.8072359,168.184208,167.0093502,8.061728395,5.444444444,0.728395062,-1.481481481,-0.296296296,0.888888889,-0.694444444,-1.083333333,-1.666666667,-157.6370927,0,-1.151118617,-0.718870228,-3.896832389,-0.001820321,-0.00039983,0.000418046,-0.445566779,-0.524691358,-0.029470331,-0.040849673,-0.044802867,45.31251636,0.018170492,-0.034231916,-0.211543119,-0.041239238,0.043118076,0.218248663,-0.205061983,-0.241477273,-0.006493506,-0.170506912,-0.084415584,-0.059963399,1.698145559,0.137215561,0.818181818,1.612445015,0.289772727,1.285714286,1.366071429,0.780612245,1.142857143,1.37987013,1.940586148,1.119414366,0.249922202,1.387578634,-25.49365036,0.028503534,-1.87702141,0.735601551,0.109147772,16.81102126,132.4566557,0,4,0,0,0,0,0,0,0,0.754928106,0,0,0,0,0,0,0,0.472222222,0,0,0.725595421,0,0.827777778,0,-3,0,10.26509948,1,0,-0.308303164,-0.768621091,-0.422865138,0.132552536,-0.338587839,0.295193677,-0.20161306,0.28619318,-0.149371702,-0.033841591,0.183270432,-0.187144788,0.085321847,-0.03599321,-0.072795441,0.133946225,0.137657128,-0.15195888,0.291224054,0,0,13.34455882,0,0,0,0,19.63458555,6.9237372,4.736862954,0,0,0,0.315027507,0.491993189,0,0,0,0,0,0,0.6,0.08,0,0.055555556,0.041666667,0,0,0,0,0,0,1.75
0,1.797343098,0.047619048,1.285714286,1,1.476190476,1.333333333,89.60573856,0.974674969,0.792456871,0.874784388,153.9847981,168.9439748,177.2284404,167.0093502,174.3192839,3.359375,0,0.46484375,-0.38671875,0.6328125,0.31640625,-0.954101563,-1.126953125,0.129882813,-49.16041962,0,-1.22212187,-0.282726874,-2.398730622,-0.00093561,0.000845132,0.000262081,-0.309375,-0.097470238,-0.038917824,-0.063606771,-0.0088614,43.39831519,0.027312235,-0.015707049,-0.339571125,0.102409273,0.031757758,0.181434599,-0.250632911,-0.078963231,0.147679325,-0.255460589,-0.172496263,-0.176255436,1.544064475,0.124795852,1.215189873,1.659634318,0.126582278,1.435897436,0.879120879,0,1.686098655,1.219730942,2.101521785,0.74622104,0.198980006,1.459126181,-21.97919917,0.029604873,-1.11159433,0.724140505,0.278824307,10.48741765,47.99395713,0,4,0,0,0,0,0,0,0,0.782842712,0,0,0,0,0,0,0,0.48,0,0,0.661228626,0,0.7,0.08,-2.5,1,9.881863888,1,0,-0.254518265,-0.571215016,-0.380290947,0.195779143,-0.291726517,0.233846432,-0.173714482,0.231721405,-0.137672154,-0.005874055,0.13776369,-0.224024464,0.102010915,-0.058963611,-0.132798052,0.104652492,0.030429505,-0.153148906,0.373089302,0,0,13.08951281,0,0,0,0,13.08951281,19.164263,0,0,0,0,0,0.501455418,0,0,0,0,0,0,0.5,0,0,0.074074074,0.0625,0,0,0,0,0,0,1.5
0,2.399989764,0.888888889,1.555555556,1.363636364,2.268518519,2.772727273,98.43827337,1.012259465,0.789925614,0.823991478,157.6812992,167.9048439,176.7890377,171.9675568,173.4243441,-8.827160494,-3.259259259,0.033950617,-0.805555556,-0.524691358,0.601851852,-7.8125,2,-1.3125,-54.13772313,24.06999808,-1.487253367,-0.533750917,-3.977121226,-0.004953607,-0.005581545,-0.001018159,0.179012346,0.028806584,-0.049276288,-0.459558824,-0.44612069,40.81165425,0.015378706,-0.024261405,-0.472332755,-0.185639849,-0.033863541,-0.16959203,0.058467742,0.009408602,-0.049853372,-0.245623342,0.023188406,-0.010733147,1.093587916,0.907662742,1.125,1.265781424,0.995509531,1.523076923,1.046153846,0.855944056,1.12173913,0.741867955,2.04739788,0.900492368,0.28006871,1.389589695,-75.76023971,0.066893746,-7.803016577,0.358397505,0.190607758,81.81585215,124.856133,0,4,0,0,0,0,0,0,0,0.603264902,0,0,0,0,0,0,0,0.438095238,0,0,0.613490164,0,0.773333333,0.202857143,-4,3,15.1094015,1,0,-0.878734609,-0.712968145,-0.915692981,0.61061815,-0.582050277,0.423029965,-0.442770419,0.310619147,-0.184456704,-0.137548167,0.201379399,-0.222249484,0.094949028,0.0287033,-0.106129002,-0.120095548,-0.109153386,-0.154175815,0.24081362,0,0,0,0,0,0,13.08951281,0,5.316788604,10.21305479,0,0,0,0.485895627,0.647593377,0,0,0,0,0,0,0.666666667,0.08,0.055555556,0.044444444,0.03125,0.027777778,0,0,0,0,0,2
0,2.104809997,0.666666667,1.555555556,1.210526316,2,2.315789474,112.6328916,0.916101863,0.772868752,0.964032456,151.7937269,166.871592,174.8131295,164.0517113,173.243352,2.734375,3.796875,0.4375,-1.375,0.1875,0.75,-4.015625,1.921875,0.65625,-56.05555003,0,-1.077546437,-0.491244016,-3.100955654,-0.004887006,-0.002697156,0.000190087,-0.234375,-0.067708333,-0.033653846,-0.267708333,-0.296875,42.77199663,0.045306242,-0.025854948,-0.370441028,-0.114039277,0.008037129,0.054263566,-0.069767442,-0.020155039,-0.003182375,-0.179487179,0.042575286,-0.230220574,1.329410648,0.614967483,0.874418605,1.491949911,0.616891065,1.333333333,1.388888889,0.526315789,1.08411215,0.924195223,2.002752272,0.920675882,0.307768264,1.396233862,-49.17710349,0.050825778,-4.854504138,0.483471087,0.257891471,68.02008315,91.62592913,0,4,0,0,0,0,0,0,0,0.662797038,0,0,0,0,0,0,0,0.444444444,0,0,0.615289032,0,0.861904762,0.093650794,-3.25,1,12.4323103,1,0,-0.46406272,-0.690294512,-0.581799421,0.300591996,-0.437264098,0.369823281,-0.358816451,0.314801877,-0.145699781,-0.076560867,0.248072241,-0.206591688,0.063272047,-0.004288814,-0.026415403,0.036142038,0.003606106,-0.117163261,0.237813856,0,0,6.9237372,0,0,0,13.21376393,0,0,9.843390349,0,0,0,0.597387942,0.546801552,0,0,0,0,0,0,0.6,0.08,0,0.055555556,0.041666667,0,0,0,0,0,0,1.75
0,2.857614128,0.523809524,1.444444444,1.75,1.535714286,2.225,84.79079019,1.097615113,0.998019215,0.78327002,149.0010108,161.7408493,164.2139054,172.6680857,165.4722888,23.0784,33.1776,0.6016,-2.9008,-5.264,3.0576,-6.912511111,-14.82634444,2.731533333,74.372046,0,-0.422179236,-0.604487619,-4.812893841,-0.000140326,-0.001026869,0.002557156,-0.851733333,0.256838095,-0.1516,-0.288021296,0.136955556,45.38698252,-0.045749607,-0.01511219,-0.45224601,-0.068408472,0.17035387,0.338782413,-0.30007516,0.090486928,-0.108652762,-0.290644172,-0.233948478,0.173019864,1.104670712,0.37900611,0.775084555,1.591165317,0.828635851,1.763803681,0.759567631,1.656441718,1.203325002,1.657819772,1.787357076,1.131821639,0.309701967,1.200322986,-75.63274245,0.034251096,-4.870170601,0.429719479,0.231389362,60.5788852,88.24307383,0,5,1,0,0,0,0,0,0,0.737768771,1,0,1,-0.357199074,0,0,-0.127986111,0.462962963,0.12,0,1.009078432,0,0.813333333,0.057037037,-4.75,1,11.2555096,1,0,-2.07922656,-0.07748684,-1.364933061,0.81512659,-1.09686737,0.585788002,-0.537462108,0.376863302,-0.166260401,-0.123852494,0.234823108,-0.342826206,0.068616921,-0.046235096,-0.094143763,-0.310455219,0.298086386,-0.219925107,0.329894923,0,0,27.6949488,0,0,0,6.606881965,0,0,9.843390349,-0.127986111,0,0,0.399561863,0.784893378,0,0,0,0,0,0,0.25,0.48,0,0.080808081,0.0625,0,0,0,0,0,0,1.958333333
0,2.662306198,0.913043478,1.826086957,1.526315789,4.210144928,3.526315789,132.7956541,1.030458128,0.856290972,0.939968019,150.4143287,163.451071,171.4696824,168.9394078,163.5326236,27.35802469,29.03703704,2.222222222,-3.777777778,-1.222222222,2.333333333,-7.62345679,13.48765432,-31.06790123,-444.4062501,0,-1.110320423,-1.306738655,-6.210894211,-0.003050333,-0.008900487,-0.001028623,-0.670524691,-3.49812131,-0.084291188,-0.448438635,0.216049383,44.063329,0.016194994,-0.068775719,-0.597150068,-0.254187046,-0.029376228,0.343034056,-0.142927632,-0.745652174,-0.394182825,-0.189655172,0.140496399,-0.176823012,1.177765028,0.611259623,0.485526316,0.822617967,1.165512465,1.25,1.432065217,0.894736842,0.833333333,1.00620499,1.802274338,1.359554949,0.461213165,1.286730878,-118.2590474,0.039890688,-7.270639553,0.40232213,0.289681792,13.38886996,18.51173249,0,3,0,0,0,0,0,0,0.021516574,0.631020903,1,0,0,-0.990787037,-0.5625,0,0,0.4375,0.285714286,0,0.661564524,0,0.911111111,0.076388889,-3,1,13.53331712,1,0,-1.077304774,-0.228358384,-1.277854462,0.108815556,-0.518558698,0.158535611,-0.299096903,0.323554378,-0.023140116,-0.025666261,0.151891553,-0.104958632,0.120430292,-0.021950498,-0.033748506,-0.040008895,0.018280183,-0.122403262,0.200439181,0,0,13.8474744,0,0,0,6.606881965,0,4.736862954,5.106527395,0,-0.5625,0,0.661219035,0.470056693,0,0,0,0,0,0,0.285714286,0.16,0,0.138888889,0.053571429,0,0,0,0,0,0,2.027777778
0,1.472998201,0,1,1,2,1,72.9101804,1.281281691,0.974435865,0.779078607,144.3464838,154.0336998,164.1764919,169.0200999,184.917652,0,0,0.16,0.32,0.16,0,-2.56,1.12,-1.92,144.0815446,0,-0.885653371,0.644111542,3.498824121,-0.001354307,-0.001007311,0.002891599,-0.333333333,0,-0.093333333,-0.284444444,-0.106666667,54.03057923,-0.023483233,0.161027886,-0.254813852,-0.207178911,0.594730562,0,-0.208333333,0,0.625,-0.583333333,0.145833333,-0.166666667,1.152219706,0,1.125,1.5,0,1.25,0,0,1.5625,0.703125,1.25,0,0.265454052,1.861595884,-32.17859457,0.031412935,-1.850517336,0.292863086,0.182131006,112.0417848,99.79295776,0,0,0,0,0,0,0,0,0,0.642228525,0,0,0,0,0,0,0,0.5,0,0,0.306784129,0,0.7,0,0.5,0,6.79678813,1,0,0.17330737,-0.423756798,-0.470703349,0.030724857,-0.050866983,-0.048941525,-0.132611165,0.069362584,0.051423348,-0.138206201,0.124011846,-0.00977882,-0.089118699,-0.036251109,-0.019413785,0.160758849,-0.050037112,0.016526384,0.275425655,0,0,0,0,0,0,0,0,13.15787137,0,0,0,0,0,2.44E-05,0,0,0,0,0,0,0.333333333,0,0,0.111111111,0,0,0,0,0,0,0,1.25
0,2.449489743,0,1.428571429,1,1.30952381,1,65.37673785,1.068476281,0.848598761,0.703737015,154.0142356,167.4924905,173.7289013,172.8179277,184.917652,2.4,0,5.55E-16,-0.24,1.28,0,-0.1,-1.27,0.76,222.8874616,0,-0.791602905,0.746232116,2.507192236,-0.005755556,0.000890939,0.002621655,-0.426666667,0.182857143,-0.054285714,-0.006666667,-0.150714286,44.43389942,-0.000240115,0.093279015,-0.264258001,0.046852351,0.137866573,0.051724138,-0.137931034,0.0591133,0.465517241,-0.226190476,-0.081306018,-0.103651681,1.660241778,0.004031877,0.885057471,1.551724138,0,1.166666667,0.833333333,0,0.936619718,1.120358515,1.995842028,0,0.284604968,1.386463176,-27.55020472,0.046613351,-3.375985268,0.548237704,0.177120797,43.7745115,95.15598457,0,4,0,0,0.125,0,0.051031036,0,0,0.622779236,0,0,0,0,0,0,0,0.455555556,0,0,0.570338973,0,0.80952381,0.084920635,-4,1,14.36870419,1,0,-1.360235539,-0.378029507,-0.970497922,0.643232742,-0.574037315,0.325683909,-0.397560416,0.366748804,-0.075351298,-0.184093818,0.117364704,-0.219606662,0.069306075,0.062088398,-0.052846949,-0.113868849,0.106003103,-0.254833489,0.227916659,0,0,0,0,0,0,0,26.30327674,5.316788604,4.736862954,0,0,0,0.328125,0.597588449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
0,2.065193865,0.291666667,1.375,1,2.395833333,2.6,90.88214705,1.118218651,0.913321357,0.810061888,146.1164153,159.6343189,167.3166839,170.6041018,172.2529352,15,0,0.4375,-0.75,0.9375,0.5625,-0.858072917,-13.8828125,-0.25,-202.6791246,0,-1.103534916,-0.513699117,-2.209029454,0.000395147,0.000794076,-0.001479468,-0.733333333,-0.416666667,-0.076388889,-0.057204861,0.154755015,47.90268221,-0.016461156,-0.034246608,-0.378189403,0.104339433,-0.194397931,0.347826087,-0.255072464,-0.144927536,-0.208695652,-0.244444444,-0.223662681,0.012093366,0.710439232,1.40986174,0.434782609,0.948067633,1.239130435,1.4,0.9375,0,0.541220894,1.63876652,1.599979575,0.871412624,0.309316943,1.371791046,-31.23739575,0.021803286,-3.151565398,0.71451149,0.307992745,49.16426137,15.03342696,0,2,0,0,0,0,0,0,0,0.720410309,0,0,0,0,0.289351852,0,0,0.472222222,0.176470588,0,0.667561224,0,0.827777778,0,-1.25,0,10.72547332,1,0,-0.501572047,-0.233087868,-0.913492757,0.308697702,-0.328970282,0.014857224,-0.052196951,0.073432175,-0.003730131,0.019166355,-0.155014569,-0.118681604,0.109313256,-0.044575328,-0.126811725,0.023436213,0.13481026,-0.114749625,0.025036559,0,0,13.34455882,0,0,0,0,12.84164325,0,0,0,0.289351852,0,0.278964194,0.539620714,0,0,0,0,0,0,0.4,0,0,0.088888889,0.083333333,0,0,0,0,0,0,1.583333333
1,1.921668296,0,1,1,4.222222222,1,68.6728892,1.259268842,1.133819712,0.569024773,148.8969764,158.1829316,155.1816009,181.5329875,184.917652,17.30555556,0,1.222222222,2,0.555555556,0,-10.59567901,0.345679012,-44.72222222,212.8067933,0,0.141114603,0.637019515,3.011758237,0.010605749,-0.00928161,0.01146567,-2.138888889,-2.546296296,-0.305555556,-0.963243547,1.447530864,46.38898917,-0.189468741,0.127403903,-0.839187228,-0.220852951,0.27282195,0.327377824,-0.445086705,-0.529865125,0.699421965,-0.55,0.005481597,-0.030686862,0.474547573,0.727698457,0.468208092,0.691473988,0,1.2,0,0,0.899765074,0.862470634,1.313264791,0,0.448691396,1.53129854,-97.86247659,0.05366596,-6.40670223,0.564375411,0.389908516,48.24205382,25.2647928,1,1,0,0,0,0,0,0,0.032274861,0.593761445,0,0,0,0,-0.759259259,0,0,0.444444444,0.375,0,0.462499755,0,0.861904762,0.093650794,-0.5,1,13.74246404,1,0,-0.577803672,-0.2415205,-0.980611117,0.043420948,-0.113503001,0.023426,-0.031899981,0.101496264,0.02984118,-0.044973432,0.002000547,-0.038376827,0.001064008,-0.020292416,-0.072286382,-0.011984178,-0.024782822,-0.013553827,0.093815762,0,0,6.9237372,0,0,0,0,0,6.578935684,5.106527395,0.175925926,-0.935185185,0,0.554225986,0.148390929,0,0,0,0,0,0,0.2,0,0,0.148148148,0,0,0,0,0,0,0,1.444444444
0,2.39124736,0.866666667,1.866666667,1.357142857,4.533333333,3.285714286,155.3509858,1.070614695,0.921851837,1.120467585,147.5281025,162.369533,169.6077949,162.4515325,162.6544909,24.64,15.36,1.555555556,-2.666666667,-0.111111111,1.333333333,-3.806049383,2.225679012,-20.54814815,-336.9552848,0,-0.819917573,-0.933234448,-4.202182305,0.003719931,-0.00519681,-0.000803677,-1.167272727,-4.146666667,-0.04040404,-0.27186067,0.451840629,47.48773087,0.040088699,-0.066659603,-0.689052617,-0.183835642,-0.028429844,0.390532544,-0.259010221,-0.920118343,-0.389264582,-0.113636364,0.041584012,-0.360313755,1.099249876,0.34603291,0.406804734,0.823695535,1.131656805,1.03125,1.6625,0.46875,0.6805034,0.955950195,1.651977177,1.195976265,0.445249524,1.472055508,-79.40326277,0.039122113,-4.868119654,0.556191898,0.396111284,20.16108245,21.23123169,0,2,0,0,0,0,0,0,0,0.615437202,0,0,0,0,-0.358796296,0,0,0.452380952,0.157894737,0,0.48662282,0,0.919047619,0,-1.25,0,13.03418493,1,0,-0.577154844,-0.420523314,-1.043189136,-0.141299601,-0.242412998,0.134842175,-0.106875315,0.263691087,-0.051117155,-0.002210557,0.089307342,-0.000707918,0.062884639,-0.003673082,-0.027362186,0.093114553,0.019315968,0.020496662,0.220526428,0,0,6.9237372,0,0,0,6.606881965,6.076020107,11.31579864,0,0,-0.358796296,0,0.51418769,0.236793212,0,0,0,0,0,0,0.333333333,0.08,0,0.111111111,0.05,0,0,0,0,0,0,1.916666667
0,2.81953861,3.166666667,2.166666667,1.580645161,3.763888889,3.960573477,166.3466235,0.991614571,0.94407744,1.194327179,149.035185,165.4954704,171.4330514,156.30895,170.8179998,40.99,-13.7,0.44,-1.76,3.36,-2.08,-3.498888889,-43.61222222,-22.09333333,0.207323108,-435.9920442,-0.895969753,-0.400816849,-2.237289986,0.003945362,-0.011799579,0.009219431,-3.493225806,-0.981666667,-0.0775,-0.184152047,0.627708333,44.1807585,0.06957069,-0.012929576,-0.614371193,-0.294673201,0.230238653,0.379150865,-0.613923692,-0.172524897,0.27501559,-0.176136364,-0.431989522,-0.558078633,1.145065914,0.41420477,0.386643234,1.03306239,0.597823006,1.25,1.259469697,0.348240469,0.605168884,1.605969558,1.907548861,0.873820245,0.428762485,1.395250089,-140.7563348,0.046049835,-9.998687222,0.323304014,0.211398151,27.74708685,35.7594804,0,4,0,0,0,0,0,0,0,0.604720672,0,0,0,0,-0.73675548,0,0,0.433333333,0.230769231,0,0.605703418,0,1.006666667,0,-3,0,14.19251364,1,0,-1.06351976,0.10527506,-1.597665967,-0.045715829,-0.64167603,0.041145636,-0.159549894,0.486188878,-0.143027443,0.115880262,0.227401626,-0.055241654,0.179416511,0.007986421,0.059686032,-0.068943647,0.057305069,-0.170901738,0.280806012,0,0,0,0,0,0,0,0,9.473725908,0,0,-0.73675548,0,0.724315177,0.520919703,0,0,0,0,0,0,0.333333333,0.24,0.111111111,0.066666667,0.053571429,0.022222222,0.040816327,0,0,0,0,2.416666667
0,2.73803787,0.580645161,1.870967742,1.285714286,2.298387097,1.785714286,141.730913,0.928087742,0.861588597,1.129248424,149.4034309,166.877074,172.5275761,158.8284935,170.0755446,24,12,2.107438017,-3.785123967,-0.148760331,0.818181818,-2.316345271,-7.480716253,-1.17056933,-279.0106504,218.0805604,-1.094059985,-0.522413676,-1.744426735,0.0014603,-0.000183069,-0.000548426,-1.153846154,-1.064516129,-0.009351892,-0.110302156,0.117714224,44.75332667,0.060372149,-0.012438421,-0.443460151,-0.013039642,-0.03906325,0.359183673,-0.362637363,-0.334562212,-0.119727891,-0.032330827,-0.347272844,-0.352795611,1.446017846,0.76939314,0.642857143,1.476315789,0.878571429,1.257142857,1.916129032,0.471428571,1.170407315,1.89065797,2.065827746,0.914746337,0.328208635,1.306621146,-57.33319887,0.028524547,-3.10299921,0.439999275,0.192130033,25.05639028,1.967284323,0,6,0,0,0,0,0,0,0,0.726007552,1,0,0,-0.037037037,0,0,0,0.458333333,0.136363636,0,0.801478924,0,0.891666667,0,-4.5,0,11.59011321,1,0,-0.608404528,-1.016217014,-0.915055056,0.415232149,-0.695159445,0.457092292,-0.369604905,0.570319403,-0.188853913,-0.159249402,0.333306083,-0.196742598,0.101388237,-0.018254163,-0.058917423,0.018546563,0.088611266,-0.184381442,0.339717549,0,0,20.7712116,0,0,0,0,13.21376393,0,9.473725908,0,0,0,0.475803688,0.558053011,0,0,0,0,0,0,0.571428571,0.08,0.055555556,0.095238095,0.0625,0.027777778,0,0,0,0,0,2.166666667
0,2.104809997,0.5,1.333333333,1.315789474,1.791666667,1.947368421,88.57625421,0.831355398,1.013046222,0.797894915,151.4262098,173.2288286,164.317771,169.0384983,181.9427285,4.984375,11.390625,0.9375,-0.5,-0.3125,0.375,0.5,0,4,264.9925332,0,1.02745717,1.613759591,9.251028198,-0.008456727,0.001704198,-0.004352063,0.063244048,0.359375,-0.052884615,0.033333333,-0.307692308,42.77199663,-0.020997122,0.084934715,-0.152090722,0.081314014,-0.207654129,0.086099865,0.016387122,0.093117409,-0.241423397,-0.282051282,0,-0.118521582,2.001991983,1.338711354,0.842105263,1.915291187,1.380779885,1,0.833333333,0.789473684,0.886363636,1.006493506,2.337930192,5.54E-05,0.306234532,1.395297076,-25.5289257,0.046108381,-3.368048679,0.5,0.091031034,45.44059398,78.89082787,0,2,0,0,0,0,0,0,0,0.705118357,0,0,0,0,0,0,0,0.444444444,0,0,0.554124669,0,0.955555556,0,-3.5,0,12.4323103,1,0,-0.224519335,-0.696839399,-0.901591678,0.428458852,-0.4409049,0.287748721,-0.427977182,0.262407306,-0.189391508,-0.146893179,0.343975718,-0.194000347,0.00090122,0.12049093,0.019763549,-0.025980342,-0.012667084,-0.089428353,0.357602944,0,0,0,0,0,0,13.21376393,0,9.473725908,0,0,0,3.303611111,0.611749188,0.514673989,0,0,0,0,0,0,0.6,0.08,0,0.055555556,0.041666667,0,0,0,0,0,0,1.75
0,2.645751311,0,1.52,1,1.34,1,72.36160252,1.223539524,0.977562697,0.762051475,149.8200068,159.7449979,167.6942571,171.9456844,184.917652,0.8,0,-1.22E-15,-2.975,2.94,0,0.05,-0.214375,-1.29375,600.5849078,0,-1.88227665,2.498045886,10.28591475,-0.001062906,-0.000638754,0.001453504,-0.019649123,-0.32,-0.056987179,0.0025,-0.028862179,47.53713127,-0.000153373,0.104085245,-0.285497247,-0.093028445,0.211689078,0.029411765,-0.014447884,-0.235294118,0.470588235,-0.250493097,-0.027477369,-0.252693226,1.431803623,0.116169682,1.257352941,1.432880845,0,1.357142857,1.085714286,0,1.257990868,1.00456621,1.663356489,0,0.22044755,1.320608164,-21.38270831,0.03382865,-1.277043134,0.618671914,0.238672713,19.39838217,81.68792966,0,2,0,0,0,0.088388348,0,0.0625,0,0.677520098,0,0,0,0,0,0,0,0.485714286,0,0,0.795195733,0,0.7,0.057142857,-4,1,9.692869651,1,0,-0.910839629,-0.703463111,-0.863090334,0.679370434,-0.760609457,0.136387996,-0.368240641,0.054082385,-0.249091202,-0.05329324,-0.119919496,-0.148490107,0.088192735,0.038229074,-0.044778867,-0.21888499,-0.074044739,-0.06540991,0.172334595,0,0,25.93115606,0,0,0,0,0,5.316788604,0,0,0,0,0,0.635372938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75
0,2.767467029,0.740740741,1.444444444,1.125,2.222222222,2.3125,84.74881929,1.177138006,0.85578663,0.743883352,148.8526245,158.8431545,169.3589652,172.0100701,181.0099202,3.058823529,0,1.176470588,-0.363321799,1.889273356,0.678200692,-2.970588235,4.78200692,-2.162341407,116.6420706,0,-1.138769723,0.755103754,4.364693801,-0.003623579,-0.002329923,-0.001914575,-0.425259516,0.11482763,-0.063905709,-0.174740484,-0.235321151,45.91627204,-0.015623586,0.047193985,-0.370300546,-0.105356855,-0.086575212,0.053169734,-0.125664622,0.033931682,-0.078732106,-0.177584135,0.07619456,-0.055776209,1.151663027,1.216784689,0.834355828,1.268916155,0.938650307,1.230769231,0.581196581,0.163461538,0.989953443,0.690247488,1.60221118,0.282573386,0.312821946,1.24338463,-51.79910279,0.043241655,-5.261987599,0.480790943,0.256677164,70.01224189,46.32898277,0,2,0,0,0.102062073,0.102062073,0.058925565,0.026352314,0,0.608748469,1,0,0,0.152777778,0,0,0,0.452380952,0.157894737,0,0.6954796,0,0.841666667,0.077380952,-4.25,1,12.50225973,1,0,-1.211776571,-0.715709414,-0.794936852,0.444186995,-0.657447656,0.623937319,-0.391876412,0.565694811,-0.198515076,0.010569196,0.252206156,-0.267938407,0.190233745,-0.00262936,-0.090932662,-0.153504795,0.07551751,-0.223147136,0.230768039,0,0,12.84164325,0,0,0,0,19.44852521,0,9.843390349,0,0,0,0.527410869,0.684124465,0,0,0,0,0,0,0.142857143,0.125,0,0.055555556,0.055555556,0,0,0,0,0,0,1.75
